idZonGlac,SUM_Shape_,q1_SN,q1_Max,q1_Min,q2_SN,q2_Max,q2_Min,SN_1718q1,G_1718q1,P_1718q1,SC_1718q1,niev_17q1,niev_18q1,SN_1819q1,G_1819q1,P_1819q1,SC_1819q1,SN_1920q1,G_1920q1,P_1920q1,SC_1920q1,niev_19q1,SN_2021q1,G_2021q1,P_2021q1,SC_2021q1,niev_20q1,niev_21q1,SN_1718q2,G_1718q2,P_1718q2,SC_1718q2,niev_17q2,SN_1819q2,G_1819q2,P_1819q2,SC_1819q2,niev_18q2,SN_1920q2,G_1920q2,P_1920q2,SC_1920q2,niev_19q2,niev_20q2,Nombre_Gla,X,Y
411,322.737,230.874,91.863,14.702,28.049,294.688,24.893,250.68,36.268,13.745,22.045,35.789,58.313,250.25,14.175,24.868,33.445,250.639,24.479,10.775,36.844,47.619,245.836,15.578,15.951,45.372,61.323,60.95,157.348,61.347,17.98,86.062,104.042,115.003,60.325,33.477,113.932,147.409,33.469,46.037,19.935,223.296,243.232,269.333,Complejo Glaciar PALENA || Rio Palena entre frontera y bajo Rio Salto o Tigre/Rio Palena entre Rio Salto y Rio Tranquilo - 2,-71.99372603,-43.67810814
415,1.194,0.824,0.37,0,0.841,0.353,0,0.967,0.227,0,0,0,0.227,0.883,0.084,0.017,0.21,0.832,0.067,0.034,0.261,0.294,0.866,0,0.168,0.16,0.328,0.16,1.194,0,0,0,0,1.135,0.059,0,0,0,1.043,0.109,0,0.042,0.042,0.151,Complejo Glaciar CHAITÉN || Rio Frio-1,-72.26894779,-43.65816885
420,523.011,494.438,28.573,0.041,35.781,487.23,6.656,501.735,21.129,0.065,0.081,0.146,21.21,501.329,0.471,17.217,3.994,500.688,17.858,0.333,4.132,4.464,498.586,2.435,11.34,10.65,21.99,13.085,266.627,80.45,52.835,123.098,175.933,170.129,149.333,33.086,170.462,203.548,42.08,67.357,27.177,386.397,413.574,453.754,Complejo Glaciar PALENA || Rio Palena entre frontera y bajo Rio Salto o Tigre-11,-71.77875837,-43.67719336
424,1670.403,999.398,671.005,220.154,122.505,1547.898,307.57,1086.863,315.556,28.427,239.558,267.985,555.113,1077.092,38.198,126.279,428.834,1086.149,117.223,23.055,443.977,467.032,1049.144,60.06,95.856,465.344,561.199,525.404,616.512,286.244,120.452,647.195,767.648,502.203,234.762,128.827,804.612,933.439,182.703,172.681,158.869,1156.15,1315.019,1328.831,Complejo Glaciar CHAITÉN-PALENA || Rio Frio-/Rio Palena entre arriba Rio Tranquilo y Rio Frio/Rio Frio - 1,-72.24130802,-43.66731434
425,20.526,18.474,2.052,0,18.353,2.173,0,20.171,0.355,0,0,0,0.355,19.969,0.202,0.315,0.04,18.555,1.729,0,0.242,0.242,18.555,0,1.971,0,1.971,0,20.526,0,0,0,0,20.477,0.048,0,0,0,19.823,0.67,0,0.032,0.032,0.703,Complejo Glaciar CHAITÉN-PALENA || Rio Frio-/Rio Palena entre arriba Rio Tranquilo y Rio Frio/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,-72.24702513,-43.62000625
428,19.807,11.197,8.61,0.105,2.27,17.537,0,12.932,6.762,0,0.114,0.114,6.875,12.761,0.17,3.089,3.786,11.894,3.957,0.008,3.948,3.957,11.732,0.17,3.64,4.265,7.905,4.435,18.729,1.078,0,0,0,11.764,6.964,0.251,0.827,1.078,2.489,9.397,0.049,7.873,7.921,17.269,Complejo Glaciar PALENA || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-1,-72.19416486,-43.61997125
441,2.911,2.466,0.445,0,2.361,0.55,0,2.506,0.404,0,0,0,0.404,2.506,0,0.388,0.016,2.611,0.283,0,0.016,0.016,2.611,0,0.299,0,0.299,0,2.911,0,0,0,0,2.878,0.032,0,0,0,2.563,0.323,0,0.024,0.024,0.348,Complejo Glaciar PALENA || Rio Palena entre arriba Rio Tranquilo y Rio Frio-30,-72.22522861,-43.59608341
442,2.089,2.081,0.008,0,2.025,0.064,0,2.081,0.008,0,0,0,0.008,2.081,0,0.008,0,2.089,0,0,0,0,2.089,0,0,0,0,0,2.089,0,0,0,0,2.089,0,0,0,0,2.025,0.064,0,0,0,0.064,Complejo Glaciar PALENA || Rio Palena entre arriba Rio Tranquilo y Rio Frio-31,-72.22721705,-43.595053
448,1234.434,825.233,409.201,117.444,85.96,1148.475,200.808,884.657,198.52,19.559,131.698,151.257,330.218,879.262,24.954,84.378,245.84,876.188,87.452,13.67,257.125,270.794,858.9,30.957,87.744,256.833,344.577,287.79,535.318,171.895,120.065,407.157,527.221,417.379,238.004,67.95,511.102,579.052,125.127,110.419,134.27,864.619,998.889,975.038,Complejo Glaciar CHAITÉN-PALENA || Rio Frio-/Rio Palena entre arriba Rio Tranquilo y Rio Frio/Rio Frio - 2,-72.24467856,-43.61839239
451,50.538,46.451,4.088,0,3.202,47.336,0.26,47.296,3.242,0,0,0,3.242,47.247,0.049,1.812,1.43,47.158,1.902,0.041,1.438,1.479,46.946,0.252,1.772,1.568,3.34,1.82,22.884,2.105,17.244,8.305,25.549,16.57,23.558,0.317,10.093,10.41,5.575,4.973,11.743,28.247,39.99,33.221,Complejo Glaciar CHAITÉN-PALENA || Rio Frio-/Rio Palena entre arriba Rio Tranquilo y Rio Frio,-72.2402794,-43.58902522
549,6.055,4.841,1.214,0,2.072,3.983,0,5.084,0.971,0,0,0,0.971,5.084,0,0.891,0.081,5.683,0.291,0.016,0.065,0.081,5.311,0.389,0.065,0.291,0.356,0.68,6.055,0,0,0,0,5.181,0.874,0,0,0,2.121,3.651,0,0.283,0.283,3.934,Complejo Glaciar PALENA || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-2,-72.17730123,-43.54109839
558,5.87,3.024,2.846,0,2.919,2.951,0,3.26,2.611,0,0,0,2.611,3.26,0,1.93,0.681,4.427,0.762,0.032,0.649,0.681,3.827,0.632,0.032,1.378,1.411,2.011,5.157,0,0.714,0,0.714,5.87,0,0,0,0,3.641,2.23,0,0,0,2.23,Complejo Glaciar CHAITÉN || Rio Frio-2,-72.52997526,-43.52532334
580,11.606,10.77,0.835,0,1.711,9.894,0,10.827,0.779,0,0,0,0.779,10.827,0,0.714,0.065,11.151,0.389,0,0.065,0.065,11.111,0.041,0.235,0.219,0.454,0.26,10,1.606,0,0,0,5.961,4.039,0.341,1.265,1.606,1.792,4.428,0.057,5.328,5.385,9.757,Complejo Glaciar PALENA || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-3,-71.94386138,-43.5322611
610,1.379,1.116,0.263,0,1.379,0,0,1.231,0.148,0,0,0,0.148,1.231,0,0.148,0,1.379,0,0,0,0,1.19,0.189,0,0,0,0.189,1.379,0,0,0,0,1.379,0,0,0,0,1.379,0,0,0,0,0,Complejo Glaciar CHAITÉN || Rio Corcovado hasta junta Rio Nevado-1,-72.55721911,-43.4981155
632,1777.734,1529.369,248.365,15.706,168.09,1609.644,71.695,1567.185,134.333,43.408,32.808,76.216,167.14,1575.002,35.592,86.817,80.324,1607.201,54.618,33.222,82.694,115.916,1599.855,40.568,38.855,98.456,137.311,139.024,781.353,285.54,170.85,539.992,710.842,605.641,346.562,176.848,648.684,825.532,220.687,170.98,71.598,1314.47,1386.068,1485.45,Complejo Glaciar PALENA-CHAITÉN || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,-71.91021703,-43.5509828
639,3.878,2.846,1.032,0,2.161,1.717,0,3.024,0.855,0,0,0,0.855,3.016,0.008,0.476,0.379,3.459,0.032,0.097,0.29,0.387,2.951,0.605,0,0.323,0.323,0.927,3.104,0.121,0.29,0.363,0.653,2.871,0.524,0.234,0.25,0.484,2.185,0.919,0.008,0.766,0.774,1.685,Complejo Glaciar CHAITÉN-PALENA || Rio Corcovado hasta junta Rio Nevado,-72.64992926,-43.48293939
644,1161.129,799.107,362.022,58.592,97.289,1063.84,98.295,842.137,180.232,51.525,87.235,138.76,267.467,842.583,51.079,85.84,181.627,874.715,53.708,52.239,180.467,232.706,868.199,58.755,44.474,189.701,234.175,248.456,604.879,146.599,117.647,292.004,409.652,404.832,317.694,65.043,373.56,438.603,119.416,139.718,38.948,863.047,901.995,1002.765,Complejo Glaciar PALENA || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-4,-71.98898793,-43.51495903
650,120.909,92.818,28.091,0,8.365,112.544,1.259,94.085,26.768,0.057,0,0.057,26.768,94.02,0.122,20.279,6.489,106.876,7.423,0.292,6.318,6.611,103.01,4.158,0.788,12.953,13.741,17.112,68.876,5.847,8.917,37.268,46.186,59.098,18.695,7.577,35.539,43.116,8.885,13.343,19.296,79.385,98.681,92.729,Complejo Glaciar CHAITÉN || Rio Corcovado hasta junta Rio Nevado-2,-72.59697562,-43.48744483
658,1.257,1.257,0,0,1.257,0,0,1.257,0,0,0,0,0,1.257,0,0,0,1.257,0,0,0,0,1.257,0,0,0,0,0,1.257,0,0,0,0,1.257,0,0,0,0,1.257,0,0,0,0,0,Complejo Glaciar CHAITÉN-PALENA || Rio Frio/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho - 1,-72.25155986,-43.48284604
660,5.853,0.981,4.872,0,2.902,2.951,0,1.127,4.726,0,0,0,4.726,0.989,0.138,3.688,1.038,3.972,0.705,0.908,0.268,1.175,4.296,0.584,0.389,0.584,0.973,1.167,5.853,0,0,0,0,5.301,0.551,0,0,0,3.186,1.662,0.576,0.43,1.005,2.091,Complejo Glaciar PALENA || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-5,-72.18343196,-43.48440129
661,6193.076,3700.191,2492.885,935.325,654.394,5538.682,1099.063,3958.295,1039.136,168.169,1027.476,1195.645,2066.612,3954.173,172.291,399.479,1667.133,4037.454,316.198,120.86,1718.564,1839.425,3908.771,249.543,280.85,1753.912,2034.762,2003.455,2585.58,889.623,477.526,2240.348,2717.874,1933.644,1129.461,350.571,2779.399,3129.971,792.019,643.699,415.96,4341.398,4757.358,4985.097,Complejo Glaciar CHAITÉN-PALENA || Rio Frio-/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho/Rio Palena entre arriba Rio Tranquilo y Rio Frio,-72.2281906,-43.54619668
682,187.396,144.948,42.449,1.898,26.817,160.579,2.628,151.048,33.055,1.103,2.19,3.293,35.245,149.069,3.082,12.995,22.25,155.234,6.83,4.899,20.433,25.333,153.368,6.765,6.303,20.961,27.263,27.726,107.399,49.919,11.3,18.779,30.078,78.732,39.966,19.768,48.93,68.698,31.052,34.734,5.386,116.224,121.611,150.959,Complejo Glaciar CHAITÉN-PALENA || Rio Frio/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho - 2,-72.24934254,-43.47851775
698,1.417,1.417,0,0,1.417,0,0,1.417,0,0,0,0,0,1.417,0,0,0,1.417,0,0,0,0,1.417,0,0,0,0,0,1.417,0,0,0,0,1.417,0,0,0,0,1.417,0,0,0,0,0,Complejo Glaciar PALENA || Lago Yelcho-1,-72.24238319,-43.45985218
699,2.129,1.756,0.373,0,0.914,1.216,0,1.796,0.334,0,0,0,0.334,1.796,0,0.278,0.056,1.811,0.262,0,0.056,0.056,1.811,0,0.095,0.222,0.318,0.222,2.129,0,0,0,0,1.144,0.985,0,0,0,0.914,0.477,0,0.739,0.739,1.216,Complejo Glaciar PALENA || Lago Yelcho-2,-72.24598615,-43.45922085
708,2.908,0.823,2.085,0,0.236,2.672,0,1.026,1.882,0,0,0,1.882,0.912,0.114,0.741,1.14,1.157,0.497,0.122,1.132,1.254,1.124,0.155,0.228,1.401,1.629,1.556,1.865,1.043,0,0,0,1.694,0.171,0.896,0.147,1.043,0.261,0.619,0.098,1.93,2.028,2.549,Complejo Glaciar PALENA || Lago Yelcho-3,-72.21221143,-43.45749779
711,7.508,5.388,2.12,0,1.036,6.473,0,5.72,1.788,0,0,0,1.788,5.72,0,1.084,0.704,6.319,0.485,0.049,0.655,0.704,5.664,0.704,0.065,1.076,1.141,1.78,6.036,0.68,0.396,0.396,0.793,4.871,1.562,0.307,0.769,1.076,1.036,4.199,0.008,2.265,2.273,6.464,Complejo Glaciar CHAITÉN || Rio Frio-3,-72.48507443,-43.45022968
716,34.311,31.127,3.184,0.049,4.541,29.77,0.471,31.257,2.876,0.13,0.049,0.179,2.924,31.371,0.016,1.56,1.365,31.752,1.178,0.122,1.259,1.381,31.663,0.211,0.634,1.803,2.437,2.014,20.494,4.305,2.185,7.327,9.512,12.948,9.731,2.989,8.643,11.632,5.337,3.558,2.201,23.215,25.417,26.773,Complejo Glaciar PALENA || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-6,-71.85822853,-43.47404987
722,3.05,1.331,1.718,0,1.186,1.864,0,1.662,1.388,0,0,0,1.388,1.654,0.008,0.597,0.791,2.001,0.25,0.008,0.791,0.799,1.363,0.645,0,1.041,1.041,1.686,2.719,0.21,0.105,0.016,0.121,2.654,0.169,0.218,0.008,0.226,1.194,1.775,0,0.081,0.081,1.856,Complejo Glaciar CHAITÉN || Rio Corcovado hasta junta Rio Nevado-3,-72.54818402,-43.43935585
723,120.767,109.456,11.31,0.618,6.484,114.283,3.315,110.634,9.182,0.244,0.707,0.951,9.889,110.521,0.358,5.704,4.185,111.374,4.851,0.219,4.323,4.542,111.244,0.349,2.982,6.191,9.173,6.541,55.041,25.993,5.761,33.972,39.733,34.386,26.415,10.392,49.573,59.965,8.125,15.105,2.031,95.505,97.536,110.61,Complejo Glaciar PALENA || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-7,-71.87255366,-43.47058068
736,238.227,193.315,44.912,7.951,14.44,223.787,19.053,197.449,29.993,2.242,8.544,10.785,38.536,197.287,2.404,14.765,23.772,201.851,10.201,1.47,24.706,26.175,202.135,1.186,8.99,25.916,34.906,27.101,115.447,30.959,25.071,66.75,91.821,81.678,58.84,15.926,81.783,97.709,24.056,29.205,7.415,177.552,184.966,206.756,Complejo Glaciar PALENA || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-8,-71.89640372,-43.45931112
741,3.343,2.128,1.215,0,2.218,1.125,0,2.169,1.174,0,0,0,1.174,2.169,0,1.052,0.122,2.862,0.359,0,0.122,0.122,2.764,0.098,0.122,0.359,0.481,0.457,3.302,0.041,0,0,0,3.302,0,0.041,0,0.041,2.242,1.101,0,0,0,1.101,Complejo Glaciar CHAITÉN || Rio Frio-4,-72.46931933,-43.43017888
746,677.218,575.384,101.834,8.262,121.303,555.915,16.069,587.955,75.402,3.831,10.031,13.861,85.432,584.684,7.101,31.334,54.098,595.161,20.857,6.557,54.642,61.199,595.048,6.671,21.246,54.252,75.499,60.923,496.428,56.906,58.765,65.119,123.884,343.701,211.491,23.397,98.628,122.025,135.911,134.945,15.184,391.177,406.361,526.123,Complejo Glaciar PALENA || /Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,-71.93255621,-43.46301462
752,3597.547,1872.991,1724.556,685.199,395.428,3202.119,753.416,2053.86,626.703,145.117,771.868,916.985,1398.571,2042.605,156.371,241.442,1157.128,2075.866,208.181,122.056,1191.444,1313.5,2024.275,173.647,171.772,1227.853,1399.625,1401.5,1491.983,441.355,354.556,1309.654,1664.209,1138.287,708.252,179.505,1571.503,1751.009,482.089,346.385,199.491,2569.583,2769.074,2915.967,Complejo Glaciar CHAITÉN-PALENA || Lago Yelcho-/Rio Frio/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,-72.23690945,-43.4631598
754,29342.827,17830.626,11512.2,4589.928,2957.059,26385.768,3827.816,18766.137,5825.01,67.218,4684.462,4751.68,10509.472,18590.037,243.318,2545.598,7963.874,20085.704,1049.931,384.259,7822.933,8207.192,18903.226,1566.737,431.526,8441.337,8872.864,10008.075,11502.444,2814.341,2590.691,12435.351,15026.042,9570.733,4522.401,1956.066,13293.626,15249.692,3227.092,4010.883,1343.241,20761.61,22104.851,24772.493,Complejo Glaciar CHAITÉN || Costeras entre Punta Cocagua y Rio Tictoc-/Costeras entre Rio Corcovado y Punta Cucagua/Rio Corcovado Entre Arriba Rio Canelo y Desembocadura,-72.62370556,-43.57007101
758,1520.828,1356.47,164.358,5.633,151.388,1369.44,52.798,1394.358,106.114,9.099,11.258,20.356,117.372,1383.53,19.926,48.918,68.454,1401.687,30.761,19.966,68.414,88.38,1387.629,34.024,20.908,78.267,99.175,112.291,787.523,213.958,131.478,387.869,519.347,483.124,435.878,70.443,531.384,601.827,165.9,162.8,22.507,1169.621,1192.128,1332.421,Complejo Glaciar PALENA || Rio Futaleufu arriba Rio Azulado y Rio Azul/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-1,-72.02876009,-43.44569075
773,57.065,50.727,6.338,0,5.347,51.719,1.357,52.165,4.778,0.065,0.057,0.122,4.835,51.995,0.236,3.193,1.641,51.889,3.299,0.179,1.698,1.877,51.8,0.268,3.713,1.284,4.997,1.552,33.851,4.875,6.053,12.286,18.339,19.306,20.598,1.974,15.186,17.161,6.208,9.637,1.008,40.213,41.22,49.85,Complejo Glaciar PALENA || Rio Futaleufu arriba Rio Azulado y Rio Azul,-71.99193684,-43.42026581
774,321.616,215.376,106.24,37.163,40.571,281.045,45.813,227.239,39.67,10.67,44.036,54.706,83.706,228.375,9.534,21.349,62.358,232.221,17.502,6.848,65.044,71.892,225.941,13.129,11.246,71.3,82.546,84.429,164.557,15.944,61.717,79.398,141.115,122.33,103.943,6.191,89.151,95.342,49.481,26.858,26.469,218.808,245.277,245.667,Complejo Glaciar CHAITÉN-PALENA || Lago Yelcho,-72.29172683,-43.41466859
783,295.692,245.958,49.734,0,23.536,272.157,2.224,248.987,46.698,0.008,0,0.008,46.698,248.946,0.049,33.554,13.144,264.241,18.259,0.195,12.998,13.193,259.752,4.684,4.311,26.945,31.256,31.63,140.807,12.657,53.623,88.605,142.228,135.019,59.411,22.789,78.474,101.262,25.931,64.526,20.751,184.485,205.236,249.011,Complejo Glaciar CHAITÉN || Rio Corcovado hasta junta Rio Nevado/Rio Nevado,-72.54037788,-43.40047595
802,4.018,1.177,2.841,0,1.185,2.833,0,1.356,2.662,0,0,0,2.662,1.339,0.016,1.68,0.982,2.208,0.812,0.154,0.844,0.998,1.843,0.519,0.008,1.648,1.656,2.167,3.977,0,0.041,0,0.041,4.018,0,0,0,0,1.51,2.508,0,0,0,2.508,Complejo Glaciar CHAITÉN || Rio Nevado-1,-72.56375783,-43.36436218
813,1712.009,1413.598,298.411,36.494,188.768,1523.242,100.699,1470.806,151.438,31.867,57.898,89.765,209.336,1464.994,37.679,83.012,126.324,1462.34,85.666,26.624,137.379,164.003,1456.48,32.484,75.398,147.647,223.045,180.131,978.238,207.217,127.355,399.199,526.554,591.149,514.444,65.585,540.832,606.417,211.893,197.112,117.468,1185.536,1303.005,1382.648,Complejo Glaciar FUTALEUFÚ-PALENA || Rio Futaleufu arriba Rio Azulado y Rio Azul/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,-71.98799091,-43.40712764
814,1032.725,770.333,262.392,81.181,67.974,964.751,106.653,819.427,107.506,14.173,91.62,105.793,199.126,811.098,22.501,39.296,159.83,812.413,37.981,17.347,164.984,182.331,785.107,44.653,23.865,179.1,202.965,223.754,511.293,81.384,117.839,322.209,440.048,296.696,332.436,52.584,351.009,403.593,78.332,53.737,133.156,767.5,900.657,821.237,Complejo Glaciar PALENA || Rio Futaleufu arriba Rio Azulado y Rio Azul/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-2,-72.1321692,-43.38986158
845,883.086,742.648,140.438,26.67,78.614,804.472,57.424,761.589,76.836,10.879,33.782,44.661,110.618,759.851,12.617,45.246,65.372,764.016,41.081,9.345,68.644,77.989,761.71,11.65,34.984,74.741,109.725,86.392,480.127,59.348,96.329,247.281,343.61,263.129,313.327,28.935,277.694,306.629,95.022,50.783,94.884,642.397,737.281,693.18,Complejo Glaciar FUTALEUFÚ || Rio Futaleufu arriba Rio Azulado y Rio Azul/Rio Futaleufu entre frontera y Rio Azulado,-71.93323582,-43.37471951
853,3.61,3.279,0.331,0,3.61,0,0,3.279,0.331,0,0,0,0.331,3.279,0,0.331,0,3.61,0,0,0,0,3.61,0,0,0,0,0,3.61,0,0,0,0,3.61,0,0,0,0,3.61,0,0,0,0,0,Complejo Glaciar FUTALEUFÚ || Rio Futaleufu arriba Rio Azulado y Rio Azul-1,-72.1131635,-43.32121884
856,3.375,3.375,0,0,3.375,0,0,3.375,0,0,0,0,0,3.375,0,0,0,3.375,0,0,0,0,3.375,0,0,0,0,0,3.375,0,0,0,0,3.375,0,0,0,0,3.375,0,0,0,0,0,Complejo Glaciar CHAITÉN || Rio Nevado-2,-72.55151087,-43.30537498
858,9.188,9.188,0,0,9.188,0,0,9.188,0,0,0,0,0,9.188,0,0,0,9.188,0,0,0,0,9.188,0,0,0,0,0,9.188,0,0,0,0,9.188,0,0,0,0,9.188,0,0,0,0,0,Complejo Glaciar CHAITÉN || Rio Nevado-3,-72.54534759,-43.30198985
859,822.585,532.242,290.343,74.814,66.17,756.415,103.26,587.13,107.4,32.886,95.169,128.055,202.568,590.036,29.981,53.679,148.889,586.083,57.632,19.292,159.578,178.869,552.743,52.633,29.234,187.976,217.21,240.608,422.277,46.091,123.015,231.202,354.216,240.543,304.749,19.341,257.952,277.293,76.421,58.03,86.355,601.78,688.135,659.81,Complejo Glaciar FUTALEUFÚ-PALENA || Rio Futaleufu arriba Rio Azulado y Rio Azul/Lago Yelcho - 2,-72.13450807,-43.33148938
861,8.293,5.466,2.826,0.642,1.787,6.506,1.364,5.848,1.535,0.138,0.772,0.91,2.307,5.758,0.227,1.105,1.202,6.132,0.731,0.089,1.34,1.429,5.937,0.284,0.357,1.714,2.071,1.998,4.662,0.016,1.381,2.234,3.614,2.445,3.598,0.024,2.225,2.25,2.047,0.252,1.161,4.833,5.994,5.084,Complejo Glaciar FUTALEUFÚ-PALENA || Rio Futaleufu arriba Rio Azulado y Rio Azul/Lago Yelcho - 1,-72.11744185,-43.31216922
865,3.837,3.283,0.554,0,3.422,0.416,0,3.617,0.22,0,0,0,0.22,3.593,0.024,0.114,0.106,3.479,0.228,0,0.13,0.13,3.283,0.196,0.008,0.35,0.358,0.546,3.837,0,0,0,0,3.837,0,0,0,0,3.625,0.212,0,0,0,0.212,Complejo Glaciar CHAITÉN || Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo-1,-72.55438954,-43.29353986
866,254.359,204.015,50.345,0.235,7.431,246.929,13.742,205.572,48.552,0,0.235,0.235,48.787,205.37,0.203,32.7,16.087,229.868,8.201,0.365,15.924,16.289,221.148,9.086,1.322,22.804,24.126,31.889,97.631,23.339,33.82,99.57,133.39,68.97,62.48,19.802,103.107,122.909,9.021,8.615,39.49,197.233,236.723,205.848,Complejo Glaciar CHAITÉN || Rio Corcovado entre Rio Nevado y Rio Canelo/Rio Nevado,-72.64598255,-43.29923776
869,1060.022,753.994,306.029,57.477,103.11,956.912,110.72,810.279,175.79,7.699,66.255,73.954,242.045,790.752,27.226,88.199,153.846,817.061,61.89,27.607,153.465,181.071,795.392,49.275,30.868,184.487,215.355,233.762,585.472,40.887,189.176,244.487,433.663,434.718,339.931,31.663,253.711,285.374,123.091,124.795,85.133,727.004,812.136,851.798,Complejo Glaciar CHAITÉN || Lago Yelcho-1,-72.32256578,-43.33525596
883,1203.487,762.175,441.312,132.012,100.774,1102.713,206.725,821.179,211.869,20.277,150.163,170.44,362.032,810.249,31.206,90.68,271.352,816.976,83.954,21.429,281.129,302.557,788.877,49.527,50.095,314.988,365.083,364.515,564.351,48.123,189.004,402.009,591.013,314.209,439.146,31.506,418.626,450.132,120.036,55.45,200.201,827.8,1028.001,883.25,Complejo Glaciar FUTALEUFÚ-PALENA || Rio Futaleufu arriba Rio Azulado y Rio Azul/Lago Yelcho - 3,-72.0893447,-43.31461992
885,847.911,492.696,355.215,76.731,47.918,799.993,112.759,526.216,177.072,39.047,105.576,144.623,282.648,526.549,38.714,75.237,207.41,543.025,58.762,38.682,207.443,246.125,552.918,28.788,55.921,210.283,266.204,239.072,364.2,43.073,145.143,295.496,440.638,188.889,320.453,21.013,317.556,338.569,57,31.84,132.27,626.8,759.071,658.64,Complejo Glaciar FUTALEUFÚ || Rio Futaleufu entre frontera y Rio Azulado-1,-71.88561577,-43.31070033
903,4.469,3.905,0.564,0,4.028,0.441,0,4.248,0.221,0,0,0,0.221,4.248,0,0.221,0,4.044,0.425,0,0,0,3.987,0.057,0.294,0.131,0.425,0.188,4.469,0,0,0,0,4.469,0,0,0,0,4.403,0.065,0,0,0,0.065,Complejo Glaciar FUTALEUFÚ-PALENA || Rio Futaleufu arriba Rio Azulado y Rio Azul/Lago Yelcho - 4,-72.16840294,-43.26827594
911,6.35,3.374,2.977,0,0.827,5.523,0,6.261,0.089,0,0,0,0.089,5.223,1.038,0.041,0.049,3.739,1.525,0.105,0.981,1.087,3.374,0.47,0.276,2.23,2.506,2.701,6.35,0,0,0,0,6.05,0.3,0,0,0,1.087,3.155,0.114,1.995,2.109,5.15,Complejo Glaciar CHAITÉN || Lago Yelcho-2,-72.24107253,-43.2626003
912,60.127,36.391,23.736,7.376,2.299,57.828,8.992,39.746,12.25,0.496,7.636,8.131,19.885,38.804,1.438,4.638,15.247,38.471,4.971,0.82,15.864,16.685,37.658,1.633,2.908,17.928,20.836,19.56,21.461,1.47,12.623,24.572,37.195,11.575,22.509,1.966,24.077,26.042,3.176,2.031,6.677,48.243,54.92,50.274,Complejo Glaciar CHAITÉN || Lago Yelcho-3,-72.25397156,-43.26563007
917,1.902,1.047,0.856,0,1.13,0.773,0,1.902,0,0,0,0,0,1.371,0.532,0,0,1.238,0.133,0.141,0.39,0.532,1.055,0.324,0.075,0.449,0.523,0.773,1.902,0,0,0,0,1.512,0.39,0,0,0,1.304,0.349,0.033,0.216,0.249,0.565,Complejo Glaciar CHAITÉN || Lago Yelcho-4,-72.25104207,-43.25774351
918,61.187,52.798,8.389,0,9.338,51.849,0,56.701,4.486,0,0,0,4.486,56.335,0.365,4.024,0.462,54.121,6.239,0.178,0.649,0.828,53.739,0.56,2.734,4.154,6.888,4.714,38.43,1.655,15.228,5.874,21.101,37.433,16.226,3.456,4.073,7.529,9.687,17.256,3.067,31.178,34.244,48.434,Complejo Glaciar FUTALEUFÚ || Rio Futaleufu entre frontera y Rio Azulado-2,-71.74971611,-43.27343684
920,663.422,569.535,93.887,2.765,39.07,624.352,7.931,580.198,77.385,1.825,4.014,5.839,81.399,578.998,3.025,54.039,27.36,618.319,14.718,4.022,26.363,30.385,599.936,22.405,5.117,35.964,41.081,58.369,313.498,58.296,112.043,179.584,291.628,265.208,160.333,50.276,187.604,237.88,43.222,61.021,99.036,460.143,559.179,521.164,Complejo Glaciar CHAITÉN || Rio Corcovado entre Rio Nevado y Rio Canelo-/Rio Nevado/Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo,-72.62798792,-43.2677112
922,18.863,12.918,5.945,0,1.61,17.254,0.032,13.169,5.695,0,0,0,5.695,13.12,0.049,2.491,3.203,14.714,0.898,0.324,2.928,3.252,14.73,0.307,0.841,2.985,3.826,3.292,7.725,1.99,2.993,6.156,9.149,6.01,4.708,2.775,5.371,8.146,1.836,3.252,0.186,13.589,13.775,16.841,Complejo Glaciar CHAITÉN || Lago Yelcho/Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo-8,-72.47032229,-43.24746593
923,6.674,5.422,1.252,0,4.398,2.276,0,6.381,0.293,0,0,0,0.293,6.113,0.268,0.203,0.089,5.471,0.845,0.016,0.341,0.358,5.455,0.033,0.341,0.845,1.187,0.878,6.658,0,0.016,0,0.016,5.934,0.74,0,0,0,4.495,1.398,0.016,0.764,0.78,2.162,Complejo Glaciar FUTALEUFÚ || Rio Futaleufu entre frontera y Rio Azulado-3,-71.75022225,-43.26412194
